number,path,date,time,white,black,white elo,black elo,time control,event,moves
0,tncps2w1,2013.02.04,01:41:03,MattDusek,FatPeanutPicklePop,1500,1299,300+8,Rated Classical game,1. e4 d5 2. Bc4 dxe4 3. Qg4 e6 4. Bb5+ Ke7 5. Qg5+ f6 6. Qxf6+ Kd6 7. Qxe6+ Kc5 8. Qxg8 Qe7 9. Qxh8 Kb4 10. Qxf8 Bd7 11. Qxe7+ Ka5 12. d3 exd3 13. Bd2+ Kb6 14. Be3+ Ka5 15. b4+ Kxb5 16. Qg5+ Ka4 17. Nc3+ Ka3 18. Nb1+ Kb2 19. Bc1+ Kxc2 20. Qg3 Bf5 21. Qxd3+ Kxc1 22. Qd1+ Kb2 23. h4 a6 24. Qd3 Ra7 25. a4 a5 26. Ra3 Kc1 27. Ra2 Ra6 28. Nf3 Rb6 29. Ke2# 1-0
1,ty6cdovz,2013.02.05,09:32:41,OCHEN_seryozniy_,gits,1631,1393,120+20,Rated Classical game,1. e3 d5 2. Qh5 Nf6 3. Qg5 h6 4. Qe5 Nc6 5. Qf4 e5 6. Qa4 a6 7. Bb5 Bd7 8. Bxc6 Bxc6 9. Qb3 Bd6 10. Ne2 Qd7 11. Ng3 Ba4 12. Qxb7 O-O 13. Nh5 Ng4 14. Qxd5 Bc6 15. Qc4 g6 16. h3 Bxg2 17. hxg4 Bxh1 18. Nf6+ Kg7 19. Nxd7 Rfd8 20. g5 Rxd7 21. gxh6+ Kxh6 22. Qh4+ Kg7 23. Qxh1 Rh8 24. Qg2 e4 25. Qxe4 Be7 26. Qe5+ f6 27. Qe6 Rh1+ 28. Ke2 Rxc1 29. Qxd7 Rxc2 30. Qxe7+ Kh6 31. Qxf6 a5 32. Qf4+ g5 33. Qf6+ Kh5 34. f4 Rc5 35. f5 a4 36. e4 a3 37. b3 c6 38. e5 Rd5 39. e6 c5 40. e7 g4 41. e8=B# 1-0
5,kjhlujz8,2013.02.17,12:01:18,troepianiz,sokol88,1704,1733,480+0,Rated Classical game,1. b3 d5 2. Bb2 e6 3. Nf3 c5 4. d4 cxd4 5. Qxd4 Nc6 6. Qd1 Nf6 7. Nd4 Be7 8. Nxc6 bxc6 9. e3 O-O 10. Be2 a5 11. O-O Ba6 12. Bxa6 Rxa6 13. Qd3 Qb6 14. c4 Rfa8 15. Nd2 c5 16. Nf3 Ne4 17. cxd5 exd5 18. Qxd5 Nf6 19. Qg5 Rd8 20. Nh4 Ne8 21. Qg4 Bxh4 22. Qxh4 Rd6 23. Rad1 Rg6 24. Qd8 Qxd8 25. Rxd8 Rge6 26. Rfd1 h6 27. Ba3 Rac6 28. Rd1d5 c4 29. bxc4 Rxc4 30. Rxa5 Rc2 31. Raa8 Rxa2 32. h3 Kh7 33. Bc5 Rxa8 34. Rxa8 Nf6 35. Bd4 Ne4 36. Ra7 Kg6 37. f3 Nd6 38. g4 Nb5 39. Rd7 Nxd4 40. exd4 Re2 41. h4 Rd2 42. Rd6+ f6 43. f4 Kh7 44. Rd7 Kg6 45. h5+ Kh7 46. Kf1 Kg8 47. Rd5 Kh7 48. Rd8 Rd3 49. Kf2 Rh3 50. d5 Rd3 51. d6 Rh3 52. d7 Rd3 53. Ke2 Rd6 54. Ke3 Rd1 55. Ke4 Rd6 56. Kf5 Rd4 57. Ke6 Rd3 58. Kf7 Rd6 59. Ke7 Rd4 60. Rc8 Re4+ 61. Kf7 Rd4 62. d8=Q Rxd8 63. Rxd8 f5 64. gxf5 g5 65. fxg6# 1-0
1,ulh7ufu8,2013.02.18,21:55:56,URIAHURIAH,morgan1,1698,1481,300+2,Rated Blitz game,1. e4 d5 2. exd5 Qd6 3. Qf3 c6 4. dxc6 Qxc6 5. Nc3 Nd7 6. Qxc6 bxc6 7. b3 Ngf6 8. Bb2 e5 9. f3 Bd6 10. Ne4 Nxe4 11. fxe4 a5 12. a4 Ba6 13. Bxa6 Rxa6 14. Nf3 O-O 15. O-O-O c5 16. d3 f6 17. Nd2 Nb6 18. Nc4 Nxc4 19. dxc4 Be7 20. Rd7 Re8 21. Rc7 Raa8 22. Rd1 Rad8 23. Rxd8 Bxd8 24. Rxc5 Be7 25. Rc7 Bd6 26. Ra7 Re7 27. Rxe7 Bxe7 28. Bc3 Bd8 29. Bd2 Kf7 30. c3 Ke6 31. b4 Kd6 32. c5+ Kc6 33. Kc2 f5 34. exf5 e4 35. Kb3 g6 36. fxg6 hxg6 37. Kc4 Be7 38. b5+ Kb7 39. c6+ Kb6 40. Be3+ Kc7 41. Bc5 Bf6 42. Kd5 Bxc3 43. b6+ Kc8 44. b7+ Kc7 45. Bd6+ Kb6 46. b8=Q+ Ka6 47. c7 e3 48. c8=B# 1-0
0,gdundcet,2013.02.20,17:13:56,WAHAHAHA,Krieg,1614,1612,0+1,Rated Bullet game,1. b3 d5 2. Bb2 Nf6 3. g4 Nxg4 4. f4 Nf6 5. e3 e6 6. Bd3 Be7 7. Qg4 Nxg4 8. Nf3 Bf6 9. Bxf6 Nxf6 10. Nc3 O-O 11. Rg1 b6 12. Ng5 c5 13. Be2 g6 14. Nb5 Ne4 15. Nxe4 dxe4 16. c3 Ba6 17. c4 Bxb5 18. cxb5 a6 19. bxa6 Nxa6 20. a4 Nb4 21. Kf2 Nd3+ 22. Bxd3 Qxd3 23. Ra2 Qxb3 24. Rga1 Qc4 25. h4 Qxa2 26. Rxa2 b5 27. axb5 Rxa2 28. Kg3 Rxd2 29. Kg4 Rc2 30. b6 Rb2 31. b7 Rxb7 32. Kg5 c4 33. Kf6 c3 34. h5 c2 35. hxg6 c1=Q 36. gxh7+ Kxh7 37. Kg5 Qxe3 38. Kf6 Qd4+ 39. Kg5 Qg7+ 40. Kh4 Rh8 41. Kh3 Kg8# 0-1
0,amov64j7,2013.02.22,01:28:29,Hobbit95,Mzebastian,1440,1756,1200+5,Rated Classical game,1. e3 Nc6 2. Nc3 Nf6 3. Nge2 d5 4. d4 h5 5. Nf4 h4 6. Be2 g5 7. Nh5 Rxh5 8. Bxh5 g4 9. h3 Nxh5 10. hxg4 Nf6 11. g5 Nh7 12. Rxh4 Nxg5 13. Rh8 e6 14. Rg8 Nh7 15. Qh5 Nf6 16. Qh8 Nxg8 17. Qxg8 Bd7 18. e4 Qh4 19. Bg5 Qh1+ 20. Kd2 Qxg2 21. Ke2 Nxd4+ 22. Kd3 Qxf2 23. Be7 Kxe7 24. Qg1 Qxc2+ 25. Kxd4 Qd2+ 26. Kc5 Ke8# 0-1
4,hv28z28t,2013.03.01,20:21:33,juozas,ben_ja_mean,1694,1179,600+0,Rated Classical game,1. e4 e5 2. Bc4 Qf6 3. Nf3 c6 4. d3 b5 5. Bg5 Qf4 6. Bxf4 exf4 7. Bb3 Bb4+ 8. c3 Bf8 9. Ng5 f6 10. Nf7 d5 11. Nxh8 f5 12. exd5 cxd5 13. Bxd5 Be6 14. Bxa8 Nd7 15. Qe2 Nc5 16. Bd5 Nxd3+ 17. Qxd3 Nf6 18. Bxe6 f3 19. gxf3 b4 20. Qxf5 Ne4 21. fxe4 Bc5 22. Qxc5 g5 23. Qc6+ Ke7 24. Qd7+ Kf6 25. Qf7+ Ke5 26. cxb4 Kxe4 27. Nc3+ Kd3 28. O-O-O# 1-0
0,v622jpwx,2013.03.04,07:24:15,ls,sempes,1627,1701,600+2,Rated Classical game,1. e4 e5 2. Nf3 d6 3. Bc4 h6 4. h3 Nf6 5. Nc3 Be7 6. d4 Nbd7 7. dxe5 dxe5 8. O-O c6 9. Nh4 Nh7 10. Bxf7+ Kxf7 11. Nf5 Ndf6 12. Nxe7 Qxe7 13. f4 Rd8 14. Qe2 exf4 15. Rxf4 Kg8 16. Be3 Be6 17. Raf1 Rf8 18. Na4 b6 19. b3 Rad8 20. c4 Nd7 21. Rxf8+ Rxf8 22. Rxf8+ Qxf8 23. Nc3 Ndf6 24. e5 Nd7 25. Bd4 Qf5 26. a4 c5 27. Bf2 Qxe5 28. Qxe5 Nxe5 29. a5 Ng5 30. axb6 axb6 31. Bg3 Nd3 32. Bc7 Nb4 33. Bxb6 Na6 34. Na4 Ne4 35. Kf1 Kf7 36. Ke2 Kf6 37. Ke3 Kf5 38. g4+ Ke5 39. Ba7 Nd6 40. Nxc5 Nxc5 41. Bxc5 Nb7 42. Bf8 g6 43. Bxh6 Na5 44. Bf4+ Kf6 45. c5 Bxb3 46. Bc7 Nc6 47. Kf4 Bd5 48. Bd6 g5+ 49. Ke3 Bg2 50. Kf2 Bxh3 51. Kg3 Bf1 52. Kf2 Bc4 53. Kg3 Be6 54. Kf2 Bxg4 55. Kg3 Be6 56. Kf3 Kf5 57. Kg3 g4 58. Kf2 Ke4 59. Kg3 Nd4 60. Kf2 Nb5 61. Be7 Kf5 62. c6 Ke5 63. Bd8 Kd6 64. c7 Nxc7 65. Bxc7+ Kxc7 66. Kg3 Kd6 67. Kf4 Kd5 68. Kg3 Ke4 69. Kf2 Kf4 70. Kg2 Bd5+ 71. Kf2 g3+ 72. Kg1 Kf3 73. Kh1 Kf2# 0-1
0,l1v1mycg,2013.03.06,14:34:29,rasmussenesq,SAYANTANC,1617,1468,120+2,Rated Blitz game,1. e4 a6 2. f4 g6 3. Nf3 b6 4. Bc4 Bb7 5. d3 e6 6. O-O d5 7. exd5 Bxd5 8. Bb3 Bxb3 9. axb3 Bg7 10. Nc3 Nf6 11. Ra4 O-O 12. Re1 b5 13. Ra1 c5 14. Be3 b4 15. Ne4 Nxe4 16. dxe4 Qe7 17. Rb1 Nc6 18. Qe2 Nd4 19. Qf2 Nxf3+ 20. Qxf3 a5 21. e5 a4 22. Red1 axb3 23. cxb3 Ra2 24. Rd6 Raa8 25. Bxc5 Qc7 26. Rc1 Qa5 27. h4 Rac8 28. Be3 Rxc1+ 29. Bxc1 Qc5+ 30. Be3 Qc2 31. h5 Qxb2 32. hxg6 hxg6 33. Bc5 Qc1+ 34. Kh2 Qxc5 35. g4 Qc2+ 36. Kh3 Kh7 37. Rd3 Rh8 38. Kg3 Qc1 39. f5 Qe1+ 40. Kf4 Qxe5+ 41. Kg5 f6+ 42. Kh4 Kg8# 0-1
0,3alrjeyd,2013.03.06,19:24:06,jacktheripper75,High,1865,1456,300+8,Rated Classical game,1. e4 e5 2. Qh5 Nf6 3. Qxe5+ Be7 4. d3 O-O 5. Bg5 Nc6 6. Qg3 Nd4 7. Na3 Bxa3 8. O-O-O Be7 9. Bh6 Ne6 10. Nf3 Kh8 11. Bxg7+ Nxg7 12. e5 Nfe8 13. d4 f6 14. exf6 Bxf6 15. Bd3 d6 16. h4 Bf5 17. Bxf5 Nxf5 18. Qf4 Bg7 19. h5 Qf6 20. g4 Ne7 21. Qe3 Nd5 22. Qe4 c6 23. g5 Qxf3 24. Qxf3 Rxf3 25. h6 Bf8 26. g6 Ng7 27. hxg7+ Bxg7 28. gxh7 Nf6 29. Rdg1 Nxh7 30. Rh5 Rf7 31. Rgh1 Bxd4 32. c3 Bxf2 33. Kc2 Re8 34. Kb3 b6 35. Rh6 Rd8 36. a4 c5 37. Kc4 a6 38. b3 d5+ 39. Kd3 c4+ 40. bxc4 dxc4+ 41. Kxc4 Rc7+ 42. Kb3 Rdc8 43. c4 Rd8 44. Rh6h5 a5 45. Rh1h2 Rf7 46. Kc2 Bc5 47. Kb3 Re8 48. Rh2h3 Re3+ 49. Rxe3 Bxe3 50. Kc2 Rd7 51. Kb3 Kg7 52. Rh3 Bc5 53. Rg3+ Kf6 54. Rf3+ Ke6 55. Rf1 Ng5 56. Re1+ Kd6 57. Rd1+ Kc6 58. Rxd7 Kxd7 59. Kc3 Kd6 60. Kd3 Ke5 61. Kc2 Kd4 62. Kb3 Ne4 63. Kc2 Nc3 64. Kb3 Bb4 65. Kc2 Kxc4 66. Kb2 Nxa4+ 67. Ka2 Bd6 68. Kb1 Nc5 69. Kc2 a4 70. Kb2 b5 71. Ka2 b4 72. Kb2 a3+ 73. Ka2 Kc3 74. Kb1 b3 75. Kc1 Be5 76. Kb1 a2+ 77. Ka1 Kc2# 0-1
0,mta4sfnz,2013.03.06,21:22:49,btclausen,rsydor,1516,1510,900+8,Rated Classical game,1. d3 e5 2. e4 d5 3. exd5 Qxd5 4. Nc3 Qa5 5. Bd2 Bb4 6. Ne4 Bxd2+ 7. Nxd2 Qb4 8. b3 Qe7 9. Ngf3 Nc6 10. Be2 Bg4 11. O-O Nf6 12. Re1 O-O-O 13. a4 h5 14. h3 Bf5 15. Nh4 g6 16. Nhf3 e4 17. Ng5 Nd5 18. a5 a6 19. h4 f6 20. Nh3 Qe6 21. dxe4 Bxh3 22. gxh3 Ne3 23. fxe3 Qxh3 24. Nf3 g5 25. Bd3 g4 26. Nd4 Qg3+ 27. Kf1 Nxd4 28. exd4 Rxd4 29. Qe2 Qxh4 30. Ra4 c5 31. Rxd4 cxd4 32. Bxa6 Qh1+ 33. Kf2 g3+ 34. Kxg3 Rg8+ 35. Kf4 Qh4+ 36. Kf5 Qg5+ 37. Ke6 Qe5+ 38. Kf7 Qe8+ 39. Kxf6 Rf8+ 40. Kg5 Qe5+ 41. Kh4 Rf4+ 42. Kh3 Qe6+ 43. Kg3 Rg4+ 44. Kf2 Qf6+ 45. Qf3 Rf4 46. Be2 Rxf3+ 47. Bxf3 h4 48. e5 Qf4 49. Re4 Qg3+ 50. Ke2 h3 51. Rxd4 Qxe5+ 52. Re4 Qxe4+ 53. Bxe4 h2 54. c4 Kc7 55. Kf2 Kd6 56. Bxb7 Kc5 57. a6 Kb6 58. Ke3 Kc7 59. Kd4 Kb8 60. Kc5 Ka7 61. b4 Kb8 62. b5 Kc7 63. Bh1 Kb8 64. b6 Kc8 65. Kc6 Kb8 66. a7+ Ka8 67. Kd6# 1-0
0,dhx8f8vl,2013.03.10,19:24:02,jorjeta,playforfan,1121,1342,300+10,Rated Classical game,1. e4 d5 2. Nc3 Nf6 3. Nf3 dxe4 4. Ng5 h6 5. Ngxe4 Nxe4 6. Nxe4 Bf5 7. Nc5 e6 8. Nxb7 Qd5 9. Ba6 Qc6 10. Qh5 Bg6 11. Qe5 Nd7 12. Qd4 Qxa6 13. Qe4 Bxe4 14. Nc5 Nxc5 15. d3 Nxd3+ 16. Ke2 Nxb2+ 17. Ke3 Bxc2 18. Bxb2 Qb6+ 19. Bd4 Bc5 20. Bxc5 Qxc5+ 21. Ke2 Qc4+ 22. Kf3 Qd3+ 23. Kg4 f5+ 24. Kh5 g6+ 25. Kxg6 f4+ 26. Kg7 Qg6+ 27. Kxh8 Ke7# 0-1
0,1lt9kbhg,2013.03.10,19:47:25,stuyck,axl1,1532,1529,240+1,Rated Blitz game,1. d4 c5 2. Nf3 cxd4 3. Qxd4 Nc6 4. Qc3 Qb6 5. Bh6 f6 6. e3 gxh6 7. Nh4 Bg7 8. Nf5 Kf7 9. Bc4+ e6 10. Nd6+ Ke7 11. Qa3 Qb4+ 12. Qxb4 Nxb4 13. Nb5 Nxc2+ 14. Kd2 Nxa1 15. Nb1c3 a6 16. Nc7 Rb8 17. Rxa1 Kd8 18. Na4 Kxc7 19. Rc1 Kd8 20. Nb6 Ne7 21. Ke2 Nc6 22. Rd1 Ke7 23. f4 d5 24. Bb3 f5 25. Rd2 Bd7 26. e4 fxe4 27. g4 Nd4+ 28. Ke3 Nxb3 29. axb3 Bb5 30. h3 Rhf8 31. Rc2 Kf6 32. Rc7 Rf7 33. Nd7+ Rxd7 34. Rc5 b6 35. Rc2 Bd3 36. Rd2 Rc7 37. b4 Rc2 38. Rd1 Re2+ 39. Kd4 Kg6# 0-1
